"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"226112","occ","","","21957","Panthera leo","species","46521","Pleistocene","Holocene","2.588","0","5237"
"226120","occ","10782","","21957","Parahyaena brunnea","species","232131","Pleistocene","Holocene","2.588","0","10899"
"226127","occ","","","21957","Canis","genus","41198","Pleistocene","Holocene","2.588","0","5237"
"226130","occ","","","21958","Canis","genus","41198","Holocene","","0.0117","0","5230"
"226132","occ","","","21958","Hyaena hyaena","species","104154","Holocene","","0.0117","0","5230"
"226137","occ","","","21958","Genetta","genus","41003","Holocene","","0.0117","0","5230"
"226141","occ","","","21958","Felis silvestris","species","224042","Holocene","","0.0117","0","5230"
"226156","occ","","","21958","Viverridae","family","40997","Holocene","","0.0117","0","5230"
"226165","occ","","","21959","Crocidura","genus","40463","Holocene","","0.0117","0","5259"
"226177","occ","","","21960","Canis mesomelas","species","232943","Pliocene","Pleistocene","5.333","0.0117","5260"
"226178","occ","","","21960","Canidae","family","41189","Pliocene","Pleistocene","5.333","0.0117","5260"
"226179","occ","","","21960","Crocuta crocuta","species","232133","Pliocene","Pleistocene","5.333","0.0117","5260"
"226186","occ","","","21960","Hyaenidae","family","41020","Pliocene","Pleistocene","5.333","0.0117","5260"
"226230","occ","","","21963","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5266"
"226231","occ","","","21963","Canis adustus","species","232942","Pleistocene","","2.588","0.0117","5266"
"226232","occ","","","21963","Canis","genus","41198","Pleistocene","","2.588","0.0117","5266"
"226233","occ","","","21963","Otocyon","genus","41228","Pleistocene","","2.588","0.0117","5266"
"226234","occ","","","21963","Canidae","family","41189","Pleistocene","","2.588","0.0117","5266"
"226235","occ","","","21963","Mellivora capensis","species","232915","Pleistocene","","2.588","0.0117","5266"
"226236","occ","","","21963","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","5266"
"226237","occ","","","21963","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","5266"
"226238","occ","","","21963","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","5266"
"226239","occ","","","21963","Felis libyca","species","224043","Pleistocene","","2.588","0.0117","5266"
"226240","occ","","","21963","Felidae","family","41045","Pleistocene","","2.588","0.0117","5266"
"226254","occ","","","21963","Lycaon pictus","species","231462","Pleistocene","","2.588","0.0117","5266"
"226255","occ","","","21963","Otocyon megalotis","species","232958","Pleistocene","","2.588","0.0117","5266"
"226256","occ","","","21963","Hyaena hyaena","species","104154","Pleistocene","","2.588","0.0117","5266"
"226258","occ","","","21963","Caracal caracal","species","224076","Pleistocene","","2.588","0.0117","5266"
"226259","occ","","","21963","Ichneumia albicauda","species","232854","Pleistocene","","2.588","0.0117","5266"
"226604","occ","","","22022","Mustelidae","family","41086","Gelasian","","2.588","1.806","4764"
"226675","occ","","","22042","Mustelidae","family","41086","Miocene","","23.03","5.333","5283"
"226749","occ","","","22058","Machairodus","genus","41059","Miocene","Pliocene","23.03","2.588","5283"
"226787","occ","","","22066","Canis","genus","41198","Pleistocene","Holocene","2.588","0","5321"
"226788","occ","","","22066","Panthera leo","species","46521","Pleistocene","Holocene","2.588","0","5321"
"226797","occ","","","22066","Aonyx","genus","41092","Pleistocene","Holocene","2.588","0","5321"
"226803","occ","","","22066","Lutra maculicollis","species","157464","Pleistocene","Holocene","2.588","0","5321"
"226811","occ","","","22066","Felis","genus","41055","Pleistocene","Holocene","2.588","0","5321"
"226852","occ","","","22067","Lycaon pictus","species","231462","Pleistocene","Holocene","2.588","0","5319"
"226862","occ","","","22068","Panthera leo","species","46521","Pleistocene","Holocene","2.588","0","5320"
"226866","occ","","","22068","Lycaon pictus","species","231462","Pleistocene","Holocene","2.588","0","5320"
"226888","occ","","","22068","Carnivora","order","36905","Pleistocene","Holocene","2.588","0","5320"
"226904","occ","","","22068","Carnivora","order","36905","Pleistocene","Holocene","2.588","0","5320"
"226972","occ","","","22071","Creodonta","order","40902","Serravallian","","13.82","11.62","4656"
"227011","occ","","","22073","Canis","genus","41198","Holocene","","0.0117","0","5324"
"227019","occ","","","22073","Civettictis civetta","species","231966","Holocene","","0.0117","0","5324"
"227031","occ","","","22073","Rousettus","genus","158501","Holocene","","0.0117","0","5324"
"227035","occ","","","22073","Crossarchus","genus","41000","Holocene","","0.0117","0","5324"
"227036","occ","","","22073","Scutisorex","genus","253421","Holocene","","0.0117","0","5324"
"227047","occ","","","22073","Viverridae","family","40997","Holocene","","0.0117","0","5324"
"227050","occ","","","22073","Miniopterus","genus","40676","Holocene","","0.0117","0","5324"
"227056","occ","","","22073","Bdeogale","genus","232076","Holocene","","0.0117","0","5324"
"227058","occ","","","22073","Rousettus","genus","158501","Holocene","","0.0117","0","5324"
"227059","occ","","","22073","Rousettus","genus","158501","Holocene","","0.0117","0","5324"
"227086","occ","","","22074","Panthera pardus","species","104158","Pleistocene","Holocene","2.588","0","5325"
"227098","occ","","","22074","Caracal serval","species","224081","Pleistocene","Holocene","2.588","0","5325"
"227111","occ","","","22074","Rousettus","genus","158501","Pleistocene","Holocene","2.588","0","5325"
"227114","occ","","","22074","Scutisorex","genus","253421","Pleistocene","Holocene","2.588","0","5325"
"227116","occ","","","22074","Atilax paludinosus","species","232106","Pleistocene","Holocene","2.588","0","5325"
"227131","occ","","","22074","Rousettus","genus","158501","Pleistocene","Holocene","2.588","0","5325"
"227132","occ","","","22074","Rousettus","genus","158501","Pleistocene","Holocene","2.588","0","5325"
"227162","occ","","","22077","Creodonta","order","40902","Serravallian","","13.82","11.62","4656"
"227279","occ","","","22098","Aonyx","genus","41092","Pleistocene","Holocene","2.588","0","5335"
"227290","occ","","","22098","Viverridae","family","40997","Pleistocene","Holocene","2.588","0","5335"
"227433","occ","","","22138","Canidae","family","41189","Middle Pleistocene","","0.781","0.126","5360"
"227441","occ","","","22138","Hyaenidae","family","41020","Middle Pleistocene","","0.781","0.126","5360"
"227448","occ","","","22138","Mustelidae","family","41086","Middle Pleistocene","","0.781","0.126","5360"
"227542","occ","","","22207","Crocuta crocuta","species","232133","Pliocene","Pleistocene","5.333","0.0117","5432"
"227614","occ","","","22221","Agriotherium africanum","species","199981","Zanclean","","5.333","3.6","5391"
"227617","occ","","","22221","Enhydriodon africanus","species","159279","Zanclean","","5.333","3.6","5391"
"227618","occ","","","22221","Mellivora","genus","41132","Zanclean","","5.333","3.6","5391"
"227627","occ","","","22222","Agriotherium africanum","species","199981","Zanclean","","5.333","3.6","5423"
"227630","occ","","","22222","Enhydriodon africanus","species","159279","Zanclean","","5.333","3.6","5423"
"227631","occ","","","22222","Mellivora","genus","41132","Zanclean","","5.333","3.6","5423"
"227633","occ","","","22222","Hyaenidae","family","41020","Zanclean","","5.333","3.6","5423"
"227635","occ","","","22222","Plesiogulo","genus","41152","Zanclean","","5.333","3.6","5423"
"227663","occ","","","22229","Homiphoca capensis","species","72216","Miocene","Pliocene","23.03","2.588","5408"
"227664","occ","","","22229","Canis","genus","41198","Miocene","Pliocene","23.03","2.588","5408"
"227668","occ","","","22229","Mellivora capensis","species","232915","Miocene","Pliocene","23.03","2.588","5408"
"227669","occ","","","22229","Panthera","genus","41066","Miocene","Pliocene","23.03","2.588","5408"
"227670","occ","","","22229","Hyaena","genus","41024","Miocene","Pliocene","23.03","2.588","5408"
"227671","occ","","","22229","Canidae","family","41189","Miocene","Pliocene","23.03","2.588","5408"
"227673","occ","","","22230","Felidae","family","41045","Miocene","Pleistocene","23.03","0.0117","4941"
"227787","occ","","","22253","Manis (Smutsia) gigantea","species","103990","Pliocene","","5.333","2.588","5456"
"227825","occ","","","22262","Enhydriodon","genus","36917","Pliocene","","5.333","2.588","5428"
"228015","occ","","","22329","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","4884"
"228016","occ","","","22329","Panthera pardus","species","104158","Pliocene","Pleistocene","5.333","0.0117","4884"
"228020","occ","","","22329","Dinofelis","genus","41052","Pliocene","Pleistocene","5.333","0.0117","4884"
"228022","occ","","","22329","Viverra","genus","41018","Pliocene","Pleistocene","5.333","0.0117","4884"
"228026","occ","10783","","22329","Parahyaena brunnea","species","232131","Pliocene","Pleistocene","5.333","0.0117","10899"
"228035","occ","","","22330","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","4891"
"228038","occ","","","22330","Megantereon","genus","41060","Pliocene","Pleistocene","5.333","0.0117","4891"
"228040","occ","","","22330","Herpestes","genus","41005","Pliocene","Pleistocene","5.333","0.0117","4891"
"228042","occ","","","22330","Proteles","genus","103250","Pliocene","Pleistocene","5.333","0.0117","4891"
"228050","occ","","","22331","Panthera pardus","species","104158","Pliocene","Pleistocene","5.333","0.0117","5600"
"228055","occ","","","22332","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","5531"
"228056","occ","","","22332","Panthera pardus","species","104158","Pliocene","Pleistocene","5.333","0.0117","5531"
"228063","occ","","","22332","Herpestes","genus","41005","Pliocene","Pleistocene","5.333","0.0117","5531"
"228068","occ","10784","","22332","Parahyaena brunnea","species","232131","Pliocene","Pleistocene","5.333","0.0117","10899"
"228087","occ","","","22334","Canis mesomelas","species","232943","Pliocene","Pleistocene","5.333","0.0117","4885"
"228088","occ","","","22334","Crocuta crocuta","species","232133","Pliocene","Pleistocene","5.333","0.0117","4885"
"228089","occ","","","22334","Panthera leo","species","46521","Pliocene","Pleistocene","5.333","0.0117","4885"
"228100","occ","","","22334","Hyaenidae","family","41020","Pliocene","Pleistocene","5.333","0.0117","4885"
"228101","occ","","","22334","Homotherium","genus","41056","Pliocene","Pleistocene","5.333","0.0117","4885"
"228102","occ","","","22334","Megantereon eurynodon","species","129887","Pliocene","Pleistocene","5.333","0.0117","4885"
"228107","occ","","","22334","Vulpes","genus","41248","Pliocene","Pleistocene","5.333","0.0117","4885"
"228117","occ","","","22334","Viverridae","family","40997","Pliocene","Pleistocene","5.333","0.0117","4885"
"228118","occ","","","22334","Lycaon","genus","41219","Pliocene","Pleistocene","5.333","0.0117","4885"
"228119","occ","","","22334","Felis","genus","41055","Pliocene","Pleistocene","5.333","0.0117","4885"
"228132","occ","","","22334","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","4885"
"228136","occ","","","22334","Dinofelis","genus","41052","Pliocene","Pleistocene","5.333","0.0117","4885"
"228137","occ","","","22334","Felis","genus","41055","Pliocene","Pleistocene","5.333","0.0117","4885"
"228138","occ","","","22334","Hyaena","genus","41024","Pliocene","Pleistocene","5.333","0.0117","4885"
"228140","occ","","","22334","Crossarchus","genus","41000","Pliocene","Pleistocene","5.333","0.0117","4885"
"228141","occ","","","22334","Herpestes","genus","41005","Pliocene","Pleistocene","5.333","0.0117","4885"
"228294","occ","","","22339","Hyaena hyaena","species","104154","Pliocene","","5.333","2.588","4887"
"228305","occ","","","22340","Vulpes","genus","41248","Late Pliocene","","3.6","2.588","4932"
"228308","occ","","","22340","Machairodus","genus","41059","Late Pliocene","","3.6","2.588","4932"
"228331","occ","","","22340","Canis adustus","species","232942","Late Pliocene","","3.6","2.588","4932"
"228333","occ","","","22340","Caracal caracal","species","224076","Late Pliocene","","3.6","2.588","4932"
"228334","occ","","","22340","Felis","genus","41055","Late Pliocene","","3.6","2.588","4932"
"228335","occ","","","22340","Therailurus","genus","129895","Late Pliocene","","3.6","2.588","4932"
"228336","occ","","","22340","Cynictis penicillata","species","232161","Late Pliocene","","3.6","2.588","4932"
"228442","occ","","","22355","Crocuta crocuta","species","232133","Pliocene","","5.333","2.588","5512"
"228443","occ","","","22355","Panthera pardus","species","104158","Pliocene","","5.333","2.588","5512"
"228456","occ","","","22356","Panthera pardus","species","104158","Pliocene","","5.333","2.588","5537"
"228458","occ","","","22356","Homotherium","genus","41056","Pliocene","","5.333","2.588","5537"
"228461","occ","","","22356","Dinofelis","genus","41052","Pliocene","","5.333","2.588","5537"
"228464","occ","","","22356","Pachycrocuta","genus","41030","Pliocene","","5.333","2.588","5537"
"228474","occ","","","22356","Hyaena","genus","41024","Pliocene","","5.333","2.588","5537"
"228475","occ","","","22357","Panthera pardus","species","104158","Pliocene","","5.333","2.588","5538"
"228476","occ","","","22357","Homotherium","genus","41056","Pliocene","","5.333","2.588","5538"
"228477","occ","","","22357","Dinofelis","genus","41052","Pliocene","","5.333","2.588","5538"
